fuzzer,domain-name,dns-a,dns-aaaa,dns-mx,dns-ns,geoip-country,whois-created,whois-updated,ssdeep-score
TLD-swap,microsoft.ink,104.215.95.187,,,ns1-08.azure-dns.com,United States,,,83
TLD-swap,microsoft.cafe,104.215.95.187,,,ns1-08.azure-dns.com,United States,,,93
TLD-swap,microsoft.gdn,104.215.95.187,,,ns1-02.azure-dns.com,United States,,,93
TLD-swap,microsoft.blue,104.215.95.187,,,ns1-06.azure-dns.com,United States,,,93
TLD-swap,microsoft.capital,104.215.95.187,,,ns1-01.azure-dns.com,United States,,,93
TLD-swap,microsoft.sc,104.215.95.187,,,ns1-01.azure-dns.com,United States,,,94
TLD-swap,microsoft.pics,104.215.95.187,,,ns1-06.azure-dns.com,United States,,,93
TLD-swap,microsoft.chat,104.215.95.187,,,ns1-05.azure-dns.com,United States,,,85
TLD-swap,microsoft.run,104.215.95.187,,,ns1-03.azure-dns.com,United States,,,93
TLD-swap,microsoft.fit,104.215.95.187,,,ns1-08.azure-dns.com,United States,,,93
TLD-swap,microsoft.science,104.215.95.187,,,ns1-08.azure-dns.com,United States,,,88
TLD-swap,microsoft.help,104.215.95.187,,,ns1-04.azure-dns.com,United States,,,93
TLD-swap,microsoft.care,104.215.95.187,,,ns1-05.azure-dns.com,United States,,,94
TLD-swap,microsoft.exchange,104.215.95.187,,,ns1-03.azure-dns.com,United States,,,83
TLD-swap,microsoft.porn,165.160.13.20,,custmx.cscdns.net,dns1.cscdns.net,United States,,,0
TLD-swap,microsoft.audio,104.215.95.187,,,ns1-03.azure-dns.com,United States,,,93
TLD-swap,microsoft.loan,104.215.95.187,,,ns1-03.azure-dns.com,United States,,,94
TLD-swap,microsoft.scot,104.215.95.187,,,ns1-04.azure-dns.com,United States,,,93
TLD-swap,microsoft.gratis,104.215.95.187,,,ns1-08.azure-dns.com,United States,,,93
TLD-swap,microsoft.kim,104.215.95.187,,,ns1-05.azure-dns.com,United States,,,93
TLD-swap,microsoft.gl,104.215.95.187,,,ns1-03.azure-dns.com,United States,,,94
TLD-swap,microsoft.gs,31.220.19.67,,mx1.hostinger.web.tr,ns1.hostinger.web.tr,United States,,,
TLD-swap,microsoft.technology,104.215.95.187,,,ns1-04.azure-dns.com,United States,,,93
TLD-swap,microsoft.reviews,104.215.95.187,,,ns1-05.azure-dns.com,United States,,,93
TLD-swap,microsoft.wtf,165.160.13.20,,custmx.cscdns.net,dns1.cscdns.net,United States,,,0
TLD-swap,microsoft.movie,104.215.95.187,,,ns1-04.azure-dns.com,United States,,,93
TLD-swap,microsoft.mv,202.1.203.100,,,,Maldives,,,
TLD-swap,microsoft.wien,104.215.95.187,,,ns1-08.azure-dns.com,United States,,,90
TLD-swap,microsoft.webcam,104.215.95.187,,,ns1-02.azure-dns.com,United States,,,93
TLD-swap,microsoft.money,104.215.95.187,,,ns1-07.azure-dns.com,United States,,,93
TLD-swap,microsoft.style,104.215.95.187,,,ns1-08.azure-dns.com,United States,,,85
TLD-swap,microsoft.wang,104.215.95.187,,,ns1-06.azure-dns.com,United States,,,83
TLD-swap,microsoft.ht,,,,ns1-06.azure-dns.com,,,,
TLD-swap,microsoft.software,104.215.95.187,,,ns1-08.azure-dns.com,United States,,,93
TLD-swap,microsoft.bar,104.215.95.187,,,ns1-09.azure-dns.com,United States,,,93
TLD-swap,microsoft.beer,104.215.95.187,,,ns1-04.azure-dns.com,United States,,,93
TLD-swap,microsoft.photo,104.215.95.187,,,ns1-06.azure-dns.com,United States,,,93
TLD-swap,microsoft.africa,104.215.95.187,,,ns1-06.azure-dns.com,United States,,,93
TLD-swap,microsoft.energy,104.215.95.187,,,ns1-08.azure-dns.com,United States,,,93
TLD-swap,microsoft.fund,104.215.95.187,,,ns1-08.azure-dns.com,United States,,,93
TLD-swap,microsoft.mw,,,,ns1.msft.net,,,,
TLD-swap,microsoft.lol,104.215.95.187,,,ns1-09.azure-dns.com,United States,,,94
TLD-swap,microsoft.amsterdam,104.215.95.187,,,ns1-03.azure-dns.com,United States,,,93
TLD-swap,microsoft.report,104.215.95.187,,,ns1-09.azure-dns.com,United States,,,93
TLD-swap,microsoft.pr,104.215.95.187,,,ns1-05.azure-dns.com,United States,,,94
TLD-swap,microsoft.earth,104.215.95.187,,,ns1-09.azure-dns.com,United States,,,93
TLD-swap,microsoft.pink,104.215.95.187,,,ns1-07.azure-dns.com,United States,,,93
TLD-swap,microsoft.pm,,,,ns1.msft.net,,,,
TLD-swap,microsoft.ky,199.184.144.27,,mx248.in-mx.com,ns1.expired.uniregistry-dns.com,United States,,,0
TLD-swap,microsoft.restaurant,104.215.95.187,,,ns1-03.azure-dns.com,United States,,,93
TLD-swap,microsoft.bi,104.215.95.187,,,ns1-07.azure-dns.com,United States,,,93
TLD-swap,microsoft.foundation,104.215.95.187,,,ns1-06.azure-dns.com,United States,,,93
TLD-swap,microsoft.je,104.215.95.187,,,ns1-03.azure-dns.com,United States,,,93
TLD-swap,microsoft.deals,104.215.95.187,,,ns1-06.azure-dns.com,United States,,,93
TLD-swap,microsoft.direct,104.215.95.187,,,ns1-06.azure-dns.com,United States,,,93
TLD-swap,microsoft.show,104.215.95.187,,,ns1-06.azure-dns.com,United States,,,83
TLD-swap,microsoft.tube,104.215.95.187,,,ns1-07.azure-dns.com,United States,,,93
TLD-swap,microsoft.careers,104.215.95.187,,,ns1-01.azure-dns.com,United States,,,83
TLD-swap,microsoft.fyi,104.215.95.187,,,ns1-09.azure-dns.com,United States,,,93
TLD-swap,microsoft.buzz,104.215.95.187,,,ns1-03.azure-dns.com,United States,,,94
TLD-swap,microsoft.cam,104.215.95.187,,,ns1-02.azure-dns.com,United States,,,93
